channel_name,video_id,video_title,video_url,comment_id,author,likes,reply_count,is_reply,published_at,relevance_score,segment_tag,comment_text
Jay Shetty podcast,s9wXFKeUJzo,6 Love Experts Share Their Top Dating & Relationship Advice (Compilation Episode),https://youtu.be/s9wXFKeUJzo,UgyHS01PN1PgoHJkYkR4AaABAg,@AaliyahHargreaves-b4z,203,9,False,2025-11-06,4,General / Dating Struggle,"It’s been six weeks, and I’m still a mess. I feel like he panicked and made a mistake ending things he could barely explain why. I was completely blindsided. I’m scared it wasn’t real, or that there’s more I don’t know. He picked up my apartment key from a family member and nearly cried. Knowing it’s hard for him too brought me strange relief. We’re no contact now but plan to meet for a “goodbye” soon at his place. I’m anxious, but he promised me a hug and somehow, the pain feels worth it for one last hug, even though I still want more. I'm frustrated and can't imagine my life with anyone else. Despite my best efforts, I can't get him out of my mind. I really miss him."
The diary of a CEO,CdMtxDHT0DI,THIS Is #1 FASTEST Way To Attract Beautiful Women,https://youtu.be/CdMtxDHT0DI,Ugw6GGexVqf55A03rjR4AaABAg,@London2ATL,77,10,False,2025-08-16,4,General / Dating Struggle,"To attract beautiful women,  don't pay attention to them. Just work on yourself as a man,  be physically fit, have a nice and clean pad, and don't be afraid to lose her!
Talk to any girl you like but don't follow them on social media. Get their number and if they decline, just keep it moving. 
The guy that's she's dying for his attention doesn't follow, comment or acknowledge her on social media. If he follows, he's not leaving ❤😍😘 comments. 

 Remember, she's someone else's ex,  rememberv she's craving the attention of some guy that's is nonchalant about her."
Dr. NerdLove,HPz3TqhpLCw,Why Nice Guys Lose (And Bad Boys Win) | Paging Dr. NerdLove,https://youtu.be/HPz3TqhpLCw,Ugyn_qYhQ3p9UbnFp554AaABAg,@ianwebster3489,45,0,False,2018-08-08,4,General / Dating Struggle,"Yeah, I realised this earlier this year. Since the beginning of summer, I've asked 3 girls out.

- 1st one said yes. We ended up spending about a month together before life got in the way. That hurt but soon (too soon) after I asked another girl out in the same conversation in which we met.
- 2nd girl said yes. We had 1 date and it was... a bit flat. No attraction. Didn't text each other again.
- 3rd girl said yes. I'm meeting her tomorrow.

All of these girls I asked out within a day of meeting. 1 & 3 were on Tinder. 2nd was in the gym's swimming pool. If girl 3 doesn't work out, I will ask another, then another until I meet someone who is excited to be with me. Life's good."
Todd V,NCKF5QBD4sw,"What is ""High Value"" Anyway?",https://youtu.be/NCKF5QBD4sw,Ugxw1r12gLu20gACzGd4AaABAg,@borismez2282,33,4,False,2019-05-21,4,General / Dating Struggle,"Great content.


This exactly is very recognizable with the girls at different age in terms of value. Funny enough most younger 18-20 y/o girls are definitely not 'gold diggers' because usually, parents support them. While a more mature girl will still want an alpha characteristics type of man but they would way more gravitate towards the stable alpha with more money than the 'party boy'.


Disclaimer: Older chicks who are financially stable themselves though may want to date for a while the wild young guy who brings value with a variety of emotions for her which she may lack... and that's how cougar porn is created."
The diary of a CEO,CdMtxDHT0DI,THIS Is #1 FASTEST Way To Attract Beautiful Women,https://youtu.be/CdMtxDHT0DI,UgyymvMRaOIiE9tD80V4AaABAg,@alespogacnik,30,4,False,2026-02-21,4,Nice Guy / Approval-Seeking Pattern,"I think there is one very important thing missing in this conversation that makes man attractive. It's not just being fit, well dressed, knowing how to talk to a girl. The bottom of all this things is high and unshakeable level of self-confidence. Without it you'll be seeking for an approval of girls: Am I dressed well enough? Am I fit enough? Am I funny enough? And that approval seeking is total turn off for girls. Self-confidence ( I am who I am and that is good enough) makes the foundation of attraction."
Todd V,oM5JI1CxsPY,How Women Judge Your Value,https://youtu.be/oM5JI1CxsPY,Ugw-kgyEqVdC1BmwCTF4AaABAg,@Happybeargamer,4,1,False,2018-09-21,4,Masculine Identity / Polarity,"I got the system for the purpose of finding a good girl and having a relationship, it worked, got my first girlfriend about 2 weeks after getting the system. We broke up today and I'm going back into the field on Saturday, she wants me but she cant deal with the drama rn, so shes gonna keep me in the friend zone but the PREMISE is that later we can get back together (she wants to call regularly and meet every week). So imma go out and find other girls cause shes gonna take some time to be ready, but the system has given me so much, and such an massive improvement to my quality of life. Even in my job search the knowledge of social interactions has given me huge confidence in interviews."
The diary of a CEO,CdMtxDHT0DI,THIS Is #1 FASTEST Way To Attract Beautiful Women,https://youtu.be/CdMtxDHT0DI,Ugwbrp9EUDg9IFqyPpF4AaABAg.ALjToqfP2AYALj_0BP3YPb,@Bloodark124,3,0,True,2025-08-12,4,General / Dating Struggle,"Are you a foreigner? Cause I am and It's even more tough when stereotypes work against you. Thank you media.

Wherever you're from, women are doing things for sure. You said no women in gym - but they must be exercising. Are they in outdoor running club? Bouldering? Swimming? They're not at cafe, shopping mall? Holiday as single - there's several communities that focus entirely on travelling solo. Join those. 

What other do you have? Board games? Fantasy novels? Dancing? Writing? Music? Plenty of clubs/convention to try out and see."
Jay Shetty podcast,s9wXFKeUJzo,6 Love Experts Share Their Top Dating & Relationship Advice (Compilation Episode),https://youtu.be/s9wXFKeUJzo,UgyNfEw_9m_emRc9HxF4AaABAg,@HarperOrtiz-k5f,2,2,False,2025-08-24,4,General / Dating Struggle,"I'm searching for more than just a girlfriend. I want a woman who can be my wife, love my daughter as her own, and build a beautiful future with me. When I return from my three-month trip, we can begin our new life together."""
Todd V,FM9FgP8CJjE,"The Right Way To Get Into ""State""",https://youtu.be/FM9FgP8CJjE,UgyfJRT8Hy5ibFjD2R14AaABAg,@rafaelsilvaaa95,1,0,False,2020-06-18,4,General / Dating Struggle,"One day at my workplace one girl, she had a boyfriend and she kept talking to me, asked for my number, messaged me on whatsapp and she was so boring that i didn't invest in her, always left her on read etc.. She kept asking for attention and i didn't gave a shit, she stopped talking to me, began to be a bit childish in our workplace.. at some point i was talking with another girl from my work too, and she walks in and says ""you are so stupid"" and i didn't even look at her, i just stopped talking for like 5 seconds to think what the second girl was saying and i didn't even gave a shit neither a reaction, just continued my conversation with the other one that i was talking before .. it's all about mindset, if you guys master it.. gosh..."
Dr. NerdLove,HPz3TqhpLCw,Why Nice Guys Lose (And Bad Boys Win) | Paging Dr. NerdLove,https://youtu.be/HPz3TqhpLCw,UgwvyPwzAd1K7RMva-F4AaABAg,@aleksamrkela831,1,0,False,2019-05-25,4,Nice Guy / Approval-Seeking Pattern,"Good one. Might as well take action based on it.
People tend to see being confident as the opposite of being a genuinely nice person. Not only are they not mutually exclusive, but they also make for a winning combination. You can stand up for yourself without being mean, and you can be a nice person without being a doormat. Once you do that, people of all genders, women included, will respect you."
Dr. NerdLove,HPz3TqhpLCw,Why Nice Guys Lose (And Bad Boys Win) | Paging Dr. NerdLove,https://youtu.be/HPz3TqhpLCw,UgyCsYZVoW9s3d1sanB4AaABAg,@Florida_gyrl,1,0,False,2024-05-21,4,Nice Guy / Approval-Seeking Pattern,I have met way too many nice guys in my life! It’s really sad! Still single because no man has the courage to ask me out. They are all literally way too nice.
Todd V,iz9d4AV7WvA,The Art of Game Manifesto,https://youtu.be/iz9d4AV7WvA,Ugz_UX6IOcgRuu8gSM94AaABAg.8_gCP9dhRgm9UMLeKbdG1L,@Nadox15,0,0,True,2021-11-05,4,General / Dating Struggle,"Thats so me really, I am from Germany and I started at the worst school at the worst district on the worst lv (Hauptschule) I fighted my whole life. Now I am finishing my masters and I am going to join a phd position hopefully in the future. And its the same with everything in my life, education, sports and family. And now I am focusing on girls. My whole life I was so shy and I could not the girls I wanted. Now I am approaching every fucking day and I wont stop until I can seduce the hottest girls. It hard but the guys who are willing to go through this shit we will make it, 100%!"
Todd V,iz9d4AV7WvA,The Art of Game Manifesto,https://youtu.be/iz9d4AV7WvA,UgzlW5ghgTLgqAOogjd4AaABAg,@marioottaiano475,0,0,False,2023-07-14,4,Unseen Good Guy,"I watch these videos constantly because everytime I always get new insights and learn new stuff. I want to answer to the question of that guy who stopped approaching groups (well, the video is very old, I think he started approaching groups again XD) because he was getting called out by the male of the group, this happened to me too, and it is frustrating, but I found that when the male of the group acts in this way, does it because he is highly insecure and almost surely already tried so many times to date the girl of his group but he got friendzoned, so he calls you out because he is jeaulous and wants to ruin your chances with that girl and you should treat it as a shit-test, but beware of not using misinterpretation or agree and exaggerate techniques because if you do this you get in a fight with the guy, so the best reply to being called out by the guy of the group is just ignoring him, keep talking to the girl and showing her that you are cool even if her friend puts you in a negative situation, in this way the guy keeps being massively insecure and you gain tons of attraction at the eyes of the girl who approves you"
Todd V,J_2WOOuf8kA,Why 97% of Men Descend into Low Value - Is This Happening to You Now?,https://youtu.be/J_2WOOuf8kA,UgztMVmdbKulNVxTN9t4AaABAg,@MrX_117,0,0,False,2023-12-12,4,General / Dating Struggle,"Between Todd and Charisma on demand I have become way more comfortable in social situations. I talk to woman everyday now even if it just to talk so I can get used to approaching. It’s worked btw. At The store, at the gym, on the street. If I see a woman I think she’s insanely hot I start a conversation and introduce my self. I’m getting better and better at it. This is all by just watching the free content on YouTube. I’m going to buy to course’s for both. Because if there free content is helping me this much the courses must be insanely good"
The diary of a CEO,CdMtxDHT0DI,THIS Is #1 FASTEST Way To Attract Beautiful Women,https://youtu.be/CdMtxDHT0DI,UgxXp8r75cj1OFJTmgN4AaABAg,@ralphlazio505,0,0,False,2026-05-14,4,General / Dating Struggle,"TRUE 100%. I was once homeless, broke, living in my car, going through a divorce and paying child support…. But; I was STILL meeting beautiful successful women and I was getting laid… It was all a matter of my perspective and which way I wanted my mindset to go."
The diary of a CEO,CdMtxDHT0DI,THIS Is #1 FASTEST Way To Attract Beautiful Women,https://youtu.be/CdMtxDHT0DI,UgzbUje9cIcZOe9N4Nl4AaABAg,@Mr.Niceguy2323,0,0,False,2025-12-10,4,General / Dating Struggle,"If you want the top tier women you have to be a top tier man. You have to be Alpha. It is simple. Alpha is the guy that does everything better than everyone else. He is that guy that sticks out in the crowd. The guys that no one wants to F’ with. The guy that every girl is intimidated to approach. This all starts with mind set, gym work, work work, the kitchen, and how you reflect your image to others. You don’t have to be rich. You don’t have to try to impress. Kind, strong, relaxed, comfortable, confident,and put on a smile. Women will flock to you. 99% of men don’t do these things so makes it easy if you are in the 1%."
Jay Shetty podcast,s9wXFKeUJzo,6 Love Experts Share Their Top Dating & Relationship Advice (Compilation Episode),https://youtu.be/s9wXFKeUJzo,UgyKpuxQt-xM9eG7SXV4AaABAg,@munchi8,0,3,False,2026-03-20,4,General / Dating Struggle,"I have been single for 5 years by choice, and I can truly say that although i envied other couples and longed for a partner, I am glad I did not settle for anyone during that 5 years i was single. I have done the work to be a better person, to become emotionally mature, improve my communication, become more understanding, and not allow my past traumas to affect my new relationship. Now 5 years later I met a wonderful man, at the start of our relationship i was questioning is he the one for me only because it is different to what I am used to. We speak about our wants and needs in life, what we want our future to be like (individually) and as a couple. We have the tough conversations that I would not usually have if this was 5 years ago. I am now 41 and inlove with the man sent by GOD 🥰🙏"
Charisma on command,8NalcOPBXvs,Women are easily attracted to men who have these habits,https://youtu.be/8NalcOPBXvs,Ugx_OJUfidtwzihagyV4AaABAg.9LEze4aRvcB9MWSw3p_CY4,@KrazzahU,122,0,True,2021-04-24,3,General / Dating Struggle,"This kind of reminds me how one of my mentors on my nursing placement (I am a male) told me to stop flirting with all the patients. I never ever saw it that way but reading your comment makes sense, I always get the female patients laughing by just doing my job and commenting on my klutzy behaviours. For example half tripping over an observation machine on wheels and just commenting ""this is the 4th time and i've only been on for 20 minutes I must be wired wrong!"" 

Brought a big smile to my face actually."
Charisma on command,T5_KFy6qy-A,"If You Want To Charm People, Play The ""Opposite"" Game",https://youtu.be/T5_KFy6qy-A,UgwyI6UCkvRVsjUOY4x4AaABAg,@chiefbells512,20,0,False,2019-07-07,3,General / Dating Struggle,"I've watched a countless number of your videos, and *always* learn something...or have something I intuitively realize confirmed in a huge way. 
I deeply appreciate the time and effort you sacrifice. If the majority of your video efforts were universally watched and put into practice, the quality of every relationship we all have would be raised to an unspeakably positive degree - human relationships, generally speaking, are every man's universe. What you routinely offer is easily implemented solutions to a better world."
Todd V,iz9d4AV7WvA,The Art of Game Manifesto,https://youtu.be/iz9d4AV7WvA,Ugz20LhuZ3GecNYzURJ4AaABAg,@RoleTeam,18,1,False,2017-12-02,3,General / Dating Struggle,"Also, please make  HOMEPAGE Todd, so I can have something to bookmark, your content feels too diffused without a homepage. :)
I have watched both Brad and Alex trying to get a business going after they left RSD, and for some reason I think you can be much much more successful than them, after your RSD departure. You just be structured in your approach to rebuilding your brand, take bold decisions ( I like making the course free, )   and get a list of services up on your website, maybe a tour also. I will support you in this all the way !"
Charisma on command,8NalcOPBXvs,Women are easily attracted to men who have these habits,https://youtu.be/8NalcOPBXvs,UgyDfML9atZviz3tshF4AaABAg,@mayen67,12,0,False,2021-11-19,3,General / Dating Struggle,"You also have to consider that most of the guests on a tv show are going to be nervous, so they are going want things to go well and be more open to compliments. In a normal environment if a guy is like "" your sensational"" in a high energy way, the is no guarantee that the girl is going to like it.
People are not machines which will react in some predictable way. People are a very complex, with many subtle inputs and outputs of information, wants, desires, moods etc.
Craig could act like this at a bar and he like wound likely be successful half the time.
Tv shows are all fake. Its showbusiness."
Dr. NerdLove,HPz3TqhpLCw,Why Nice Guys Lose (And Bad Boys Win) | Paging Dr. NerdLove,https://youtu.be/HPz3TqhpLCw,Ugyem0MN21DFCK2Xe6Z4AaABAg,@TempRawr,11,4,False,2018-08-08,3,Nice Guy / Approval-Seeking Pattern,"Yay debunking the stupid nice guy myth. Nice guys are not worthy to dates. It so easy for so many men to make excuses for not actually taking a chance, or putting in some effort.


Haircut, and clothes that fit are always my go to for basic fashion/care. Love the George Clooney Swagger example."
Charisma on command,ZtqszmRCHFw,4 Habits That Make People Love You,https://youtu.be/ZtqszmRCHFw,UgxoSj3tuVREpELnpRp4AaABAg.8trfZXk0eP18u8s-VPTqPQ,@dirtroadstofreedom3587,4,0,True,2019-04-25,3,General / Dating Struggle,"While it is true that these people need to be charismatic to be successful in their fields, I also see no reason why their habits can't be used as examples when referencing the qualities of a charismatic person. All of the points that Charlie makes are true and can be applied to anyone. Celebrities do live very different lives, but if they are undeniably charismatic then what reason is there for not trying to emulate behavioural patterns that clearly work, rehearsed or not, in order to improve your own social skills?"
Jay Shetty podcast,s9wXFKeUJzo,6 Love Experts Share Their Top Dating & Relationship Advice (Compilation Episode),https://youtu.be/s9wXFKeUJzo,UgzEdp2V1XO48O7NKaJ4AaABAg,@douglaidlaw740,4,6,False,2026-01-01,3,General / Dating Struggle,"Women are people. The ""psychological tips "" might earn you a one-night stand, but nothing permanent. I walked into a room and met my ""perfect match."" She was experienced at dating, but I had never dated.  I didn't feel like Hollywood.  I kept her waiting for two years.  Our 3 daughters thanked us for our example."
Charisma on command,ZtqszmRCHFw,4 Habits That Make People Love You,https://youtu.be/ZtqszmRCHFw,Ugx1bxiCV1_u2waMLT14AaABAg.8tmkLoY4q1m8tt9UZHNd2T,@erwinfelis4613,3,0,True,2019-04-19,3,General / Dating Struggle,"I wouldn't call Tywin charismatic. People hated him, but they were too afraid to cross him. I would say that he was very influential, though. There's a big difference between influential and charismatic. Charismatic is a positive trait. You're charming if you're charismatic.
     As for Olenna Tyrell I would say she did have some charisma even through her sarcasm. I think she was a combination of being influential, in part because she intimidated people to maybe a lesser degree than Tywin, and charismatic in that some people actually did find her retorts charming. I know I did. I couldn't help but laugh at her witty retorts even if they were a bit mean spirited.
      Some people just have a way of being charming through their foulness, but I don't see it with Tywin. I think he was influential because he was feared and respected, not by any kind of charm that he had."
The diary of a CEO,CdMtxDHT0DI,THIS Is #1 FASTEST Way To Attract Beautiful Women,https://youtu.be/CdMtxDHT0DI,Ugy9Ap9JQqeDkJEQdNh4AaABAg,@ChaseSmelzer,2,1,False,2025-09-08,3,Masculine Identity / Polarity,"This is what I need to do to become as attractive as possible:

Have a relationship with God and establish a great sense of morality 

Be physically fit, and exercise regularly. Sleep properly eat properly hydrate properly get outside and be active.

Learn how to become financially free. Develop an online business that gives you location freedom as well.

Learn how to communicate with women effectively while understanding the polarity between masculine energy and feminine energy and how attraction works. 

Surround myself with family and good friends/a good community

All while having good hygiene and dressing nicely 👍🏼

And staying ambitious"
Todd V,oM5JI1CxsPY,How Women Judge Your Value,https://youtu.be/oM5JI1CxsPY,UgxyEjxcEVXnP4wNLwh4AaABAg,@ojoaovictornave,1,0,False,2018-11-30,3,Nice Guy / Approval-Seeking Pattern,"Great content. Reminds me of Adam Lions back in the day talking about the PEN model psychology and how you should learn some behaviours (Nice Guy, Bad Boy, Leader) and then mix and match them according to the psychology of the woman you are meeting... and them stop using them and be yourself (a new and better version)."
Todd V,J_2WOOuf8kA,Why 97% of Men Descend into Low Value - Is This Happening to You Now?,https://youtu.be/J_2WOOuf8kA,UgyD65IC7GVKUrA3zRB4AaABAg,@jandermann2323,1,2,False,2020-05-06,3,General / Dating Struggle,"Hey guys, even though this is about Personal development I could really need some game advice. In my Sets I always have the Problem that at the open the girl  
Says that she really has to go. When I am in the conversation I often get Things like sorry I have a boyfriend or sorry I am not interested/busy. I Tried to answere These rejections as shit test but It really does not work out. Therefore I often need about 7-15 Sets to get a number close that is not solid. I am intermediate and would like to get some professional advice from somebody who is more advanced and knows this Situation.  Thank you :)"
Todd V,NCKF5QBD4sw,"What is ""High Value"" Anyway?",https://youtu.be/NCKF5QBD4sw,UgwL94GhmvBiGritJgd4AaABAg,@MroZzzzz,0,0,False,2020-07-22,3,General / Dating Struggle,"An example from me with my ex. I wanted and mentioned to her I was going to start an instagram page for my self employed work, just a starter and build over time. She ""followed"" the account and couple months in I still didn't do it. I made the account but i put no photos or info up. Do you think this is showing low value? Saying I'll do something then not following through? Or am I nit picking at myself with something that's just one of those things?
Random I know lol but thoughts welcome 👊"
Charisma on command,ZtqszmRCHFw,4 Habits That Make People Love You,https://youtu.be/ZtqszmRCHFw,Ugxx_Eof9p7eHCVe-hJ4AaABAg.8tpRUp5n7kb8ttIf3Ixja6,@jghifiversveiws8729,0,0,True,2019-04-19,3,General / Dating Struggle,"@SailorSiFi I think your doing rather well so far your putting yourself out there and actually applying what you learned, I think one thing that would benefit you is trying to be more humorous in your conversations and get used to laughing at your jokes that will give you way more opportunities to smile and laugh but genuinely this time, next is whenever you give someone a compliment and you start to feel some tension build between you and them try making a joke and for extra information on how to do this successfully maybe check some of this channels videos on flirting mainly the ""push and pull"" technique, even if you aren't trying to hit on someone it's a very versatile technique that can be used in all types of conversations."
Charisma on command,NzVrmGjsGWo,How To Spark Interest In Every Conversation,https://youtu.be/NzVrmGjsGWo,UgxseYzvVnzZqlW9BjV4AaABAg,@amv5566,0,0,False,2023-11-03,3,General / Dating Struggle,"Hello_ I tried these at my work which is to make me feel happy and appreciated in uncomfortable situations such as {not not on the list.} They worked great I just wish they did not stick a camera in your face when cannot find everyone's credentials and you starting to panic. How do you keep this up when you are in a panic?  Then I tried but said I would attend a party, and they worked great again. The issue is how do you leave a party or social group when you are making everyone comfortable? You are tired and cannot monitor what you are saying and their behavior as much. Any suggestions."
Charisma on command,NzVrmGjsGWo,How To Spark Interest In Every Conversation,https://youtu.be/NzVrmGjsGWo,UgzsQcStz5oetnbGVyF4AaABAg,@Bruna-hv5nc,0,0,False,2024-12-14,3,General / Dating Struggle,"Everyone: Be very careful with the self-deprecating jokes. Many times, people take it as an invitation to pick on you, make fun of you, in some instances, even disrespect you and humiliate you. When you’re rich and successful like Ryan, you automatically get respect from most people. When you’re a nobody, be careful when trying to be liked. You’ll most likely achieve your goal, but will have to forfeit respect, especially if you’re dealing with people who make more money than you, or are higher in the social hierarchy than you. It’s a tough pill to swallow. You have to really not care what people think of you for this to work, but then I ask you, why are you trying to be liked in the first place?"
Charisma on command,NzVrmGjsGWo,How To Spark Interest In Every Conversation,https://youtu.be/NzVrmGjsGWo,UgxX_aLT4RHiP6kmpNx4AaABAg,@Bruna-hv5nc,0,0,False,2024-12-13,3,General / Dating Struggle,"Everyone: be careful with this. And the most important thing he said here is “want it, not need it”. Depending on who you’re dealing with, they can tell you need to be liked. And you’ll become a clown for them. A point of entertainment, you’ll be liked, sure, but not respected. Ryan is rich and successful and that is something people respect. unfortunately, if you’re a nobody or “underneath” someone in a social hierarchy, you might have to forfeit respect in order to be liked. I don’t recommend it. I speak from experience, I’m young, well travelled, intelligent, and charismatic, and have tried to be liked for most of my life, and it worked, but wasn’t worth it to me in the end."
Dr. NerdLove,HPz3TqhpLCw,Why Nice Guys Lose (And Bad Boys Win) | Paging Dr. NerdLove,https://youtu.be/HPz3TqhpLCw,UgxazwmR_is77WLK_np4AaABAg.ALcsrUgn_ZYANH7FdBaMJl,@au9parsec,0,0,True,2025-09-20,3,Nice Guy / Approval-Seeking Pattern,I agree. I believe that mainstream media such as movies made it seem as if being nice  is a weakness whether it's genuine or not. It makes it seem as if you have to act like a jerk in order to become someone with a high level of self esteem. You can still be a genuinely nice guy and still have a high level of self esteem.
The diary of a CEO,CdMtxDHT0DI,THIS Is #1 FASTEST Way To Attract Beautiful Women,https://youtu.be/CdMtxDHT0DI,UgyymvMRaOIiE9tD80V4AaABAg.ATUdIzkUntWAVhYPrvV3aX,@rohitparikh8132,0,0,True,2026-04-17,3,Nice Guy / Approval-Seeking Pattern,"""And that approval seeking is total turn off for girls.""   Actually you just bought into what you are criticizing.  Approval seeking is bad because it ""turns off girls""!   So you ultimately put the girls in the driver's seat.  You do not seek approval because it turns off girls.  You do not seek it because you respect yourself.  Self respect is the main thing, and not the approval of girls."
The diary of a CEO,CdMtxDHT0DI,THIS Is #1 FASTEST Way To Attract Beautiful Women,https://youtu.be/CdMtxDHT0DI,UgxMCzK4ZTrHf8V2KuF4AaABAg,@mikeyspice250,0,0,False,2026-03-29,3,General / Dating Struggle,"A guys sexual attraction towards a female never changes...in the sense of...if the female keeps her sexual attraction going ie how shes always  , maybe goes to gym or at least works out....

In-conjunction with her continued feminity and lets assume him as the guy always goes to work,  pay his bills , he's got ambition so always about being active and solving problems... he doesn't have to be rich..

But if shes also aware of what attracts her man then theres potential it could be a long lasting relationship and as a result he's going to stay attracted to his woman.

But unfortunately most females dont do that..."
The diary of a CEO,nEMHNM0kLWQ,Dr K Reveals SHOCKING Relationships Truths,https://youtu.be/nEMHNM0kLWQ,UgwRWWDNqQ3rcFqantt4AaABAg,@EdelweisSusie,0,0,False,2025-10-25,3,Career-First Late Bloomer,The vitriol I received from mothers during my career was horrendous all because I stayed childless and showed them the fabulous debt-free life they could have had if they didn’t conform to social norms.
Jay Shetty podcast,s9wXFKeUJzo,6 Love Experts Share Their Top Dating & Relationship Advice (Compilation Episode),https://youtu.be/s9wXFKeUJzo,Ugx9lkJUbNYQAeXDh-h4AaABAg.APwGEL0AHUrAS9Z9asq3CB,@mwgta2,0,0,True,2026-01-19,3,General / Dating Struggle,"Hey random stranger online. I’ve been single for a year and 5 months now and ik how hard it feels at the beginning. I cried every single day for months after my breakup but things do get better. You learn how to live with the feeling of not having that person in your life anymore, it’s all part of the process so keep your head up and never give up on love :)."
